class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
stand,0.635709584,0.196460024,-0.077369832,0.999706984,0.632975161,0.180902436,-0.057424705,0.999281943,0.632733107,0.180729523,-0.057429977,0.999045491,0.632405877,0.180491582,-0.057417922,0.999045372,0.629378617,0.179977253,-0.092989869,0.999539256,0.62636584,0.179410324,-0.092991412,0.999562263,0.622870982,0.178902328,-0.093018934,0.999603987,0.620554924,0.184439197,0.045205619,0.997351706,0.608058095,0.182892665,-0.115711167,0.999549806,0.632981002,0.210102543,-0.034220494,0.999070883,0.628254294,0.209664926,-0.080904908,0.999549925,0.599405408,0.263340741,0.192717403,0.997573197,0.587837696,0.252857357,-0.20797269,0.999960601,0.596225262,0.384541422,0.247876257,0.282030016,0.568431735,0.358304411,-0.301725447,0.989784777,0.610718131,0.486014992,0.187239602,0.345159143,0.564036429,0.489037931,-0.334272712,0.967861772,0.617321849,0.509033918,0.192431629,0.33574599,0.556239486,0.522363782,-0.372808278,0.94190979,0.620725214,0.511891603,0.157136172,0.340603262,0.565283656,0.522443473,-0.363981277,0.940333903,0.617518485,0.504099071,0.169659078,0.331065953,0.571531177,0.51414597,-0.330281734,0.915567458,0.596388221,0.486030996,0.130603805,0.998098969,0.591443479,0.475515038,-0.130761415,0.999027014,0.594962001,0.654279351,0.153768569,0.716012418,0.657847047,0.622742295,-0.138793886,0.971519947,0.587811172,0.803653777,0.186476007,0.713931382,0.592000425,0.762195826,-0.069482759,0.942036688,0.574066758,0.831227839,0.185400158,0.725486577,0.574134469,0.783228457,-0.06465216,0.835546196,0.647894025,0.838243186,0.133986294,0.816220582,0.63758266,0.819321454,-0.118814789,0.93827343
stand,0.639260411,0.196040079,-0.149231225,0.999734759,0.636880934,0.180414304,-0.127126217,0.999350488,0.636866689,0.180244789,-0.12712732,0.999136388,0.63677299,0.180008724,-0.127111062,0.999137044,0.633238256,0.179532498,-0.161397308,0.999583125,0.630152345,0.178985551,-0.161391869,0.999603629,0.626501679,0.178505316,-0.161381483,0.99964118,0.625631034,0.183972165,-0.00437753,0.99760437,0.611406744,0.182602108,-0.159704119,0.99959141,0.636467636,0.209786311,-0.098620258,0.999157727,0.631597638,0.20932363,-0.143589839,0.999590814,0.603748918,0.263419479,0.155244276,0.99780643,0.591002464,0.253323227,-0.226260513,0.999962449,0.613306463,0.383289933,0.216138765,0.290305048,0.578877151,0.361777663,-0.323300064,0.988038003,0.655965924,0.465590775,0.132926255,0.386162132,0.570343316,0.490184277,-0.415846288,0.966377378,0.671745658,0.486589611,0.131323591,0.374978155,0.556889892,0.52159816,-0.462257862,0.941299319,0.673851728,0.488534182,0.089784414,0.380597323,0.575022221,0.52212441,-0.462008655,0.939665377,0.667503119,0.482938021,0.112869404,0.368661046,0.58064574,0.513301253,-0.416588694,0.914358854,0.597041488,0.483617395,0.130271643,0.99816072,0.594768763,0.477057725,-0.130418688,0.998972178,0.601351917,0.649945557,0.160384476,0.704347968,0.643020213,0.630330443,-0.127297029,0.972753882,0.589360476,0.793599963,0.234040096,0.716854632,0.605738878,0.766719699,-0.05782618,0.945590377,0.574858308,0.820049465,0.236161157,0.729918063,0.588658035,0.784644067,-0.054769587,0.844416857,0.640349507,0.832496822,0.177457541,0.81692493,0.650450289,0.827896416,-0.135507956,0.941202641
stand,0.641215384,0.194224223,-0.160685569,0.9997558,0.639024079,0.17870459,-0.147066578,0.99940145,0.639212728,0.178631559,-0.147036463,0.999202132,0.639328003,0.178500891,-0.147055671,0.99920541,0.634863496,0.177625313,-0.196882725,0.999614894,0.631600857,0.177022845,-0.196768016,0.999632299,0.627841592,0.176550403,-0.19666265,0.999665976,0.62882328,0.182388082,-0.033375204,0.997782826,0.612878621,0.180709511,-0.214847356,0.99961549,0.639042497,0.208059758,-0.108784318,0.999223948,0.633835554,0.207234114,-0.176879823,0.999617815,0.607122064,0.26345408,0.133327618,0.998000741,0.593065023,0.253593624,-0.280352294,0.999962866,0.618588567,0.381991327,0.19194299,0.286406904,0.590144515,0.366373181,-0.361537755,0.987532377,0.654858589,0.458669215,0.111303642,0.419207871,0.593470931,0.497639328,-0.4307971,0.966553211,0.6700387,0.478030145,0.108990625,0.405426323,0.586928904,0.5286538,-0.479190171,0.94223839,0.673717678,0.478462756,0.06767264,0.412142694,0.599073768,0.529792488,-0.479975641,0.940482795,0.666318417,0.474083126,0.090884209,0.397847265,0.602527022,0.519911289,-0.431547105,0.914868951,0.598622084,0.485009462,0.128018156,0.998027623,0.597827852,0.47856158,-0.128163487,0.9987486,0.603931308,0.648139119,0.174022615,0.685696602,0.626283765,0.639973581,-0.103564665,0.971793652,0.590385795,0.795256078,0.25525099,0.705049694,0.604731679,0.802230239,-0.010115778,0.946814179,0.575959861,0.823578537,0.265486419,0.724438071,0.588849664,0.830559492,-0.006497835,0.851257443,0.639734149,0.830392003,0.201333284,0.810062587,0.654504657,0.846235812,-0.108257495,0.942234814
stand,0.642397165,0.194067523,-0.186867967,0.999759018,0.640100777,0.178502992,-0.171540499,0.999406695,0.640346587,0.178416535,-0.171560749,0.999194503,0.640489876,0.178274259,-0.171660542,0.999212027,0.635516286,0.177484319,-0.219063193,0.999616504,0.632114053,0.176905453,-0.218975261,0.999626935,0.628283858,0.17644535,-0.218943045,0.999661565,0.62971735,0.182327271,-0.051660828,0.997751653,0.613558531,0.180661455,-0.226035744,0.999598145,0.640286922,0.20793803,-0.130228758,0.999236584,0.634733319,0.20715259,-0.196263954,0.999606013,0.608099341,0.263586164,0.122092068,0.998129308,0.594813943,0.253827602,-0.291381657,0.999959886,0.621218443,0.38008672,0.192942157,0.273870349,0.601503074,0.367867589,-0.347036839,0.986965477,0.652040124,0.459235668,0.110479377,0.425267041,0.621733367,0.498255372,-0.423602402,0.965747237,0.666664481,0.477021784,0.106569171,0.40895462,0.619209886,0.529985011,-0.470260322,0.941254258,0.669201314,0.478641361,0.068484649,0.417019695,0.626746535,0.530615747,-0.452017397,0.939380348,0.663092971,0.47432375,0.090486839,0.401631981,0.628692329,0.51910007,-0.421692193,0.912874997,0.599734128,0.48590976,0.126035303,0.997620165,0.597793281,0.480307579,-0.126179725,0.998286247,0.605371118,0.647064924,0.169226855,0.643503368,0.620978296,0.644906819,-0.091095164,0.961287856,0.590594292,0.801058829,0.264811456,0.665134549,0.602694452,0.817569315,0.002926625,0.938434005,0.577903807,0.831080556,0.271519184,0.696322381,0.588649571,0.84871763,0.006680732,0.848660648,0.641556561,0.83130455,0.205162734,0.777783334,0.656359076,0.853913307,-0.097190477,0.933937907
stand,0.643637478,0.193746045,-0.267620623,0.999758542,0.641390204,0.177953526,-0.239014581,0.999431849,0.64181143,0.177869514,-0.239010736,0.999214888,0.642102778,0.177718341,-0.239028335,0.999224663,0.636157572,0.177157298,-0.273558617,0.999633729,0.632561684,0.176718399,-0.273591101,0.999639928,0.628563821,0.176371947,-0.273640513,0.999676704,0.631320119,0.182060674,-0.088379093,0.997747242,0.614074111,0.180575266,-0.238800079,0.999621212,0.641556799,0.207821131,-0.205891728,0.999206185,0.635709167,0.207125202,-0.250497282,0.999595761,0.607394338,0.263676614,0.120818399,0.99799931,0.601111531,0.259663314,-0.302749008,0.999955773,0.617877185,0.38377139,0.150506809,0.2484411,0.616610944,0.385648072,-0.329162896,0.985591829,0.648183882,0.472678572,0.038434751,0.387601972,0.645081401,0.501745641,-0.279813498,0.957090795,0.665222585,0.497679025,0.027680641,0.373766124,0.64515835,0.53127718,-0.311994851,0.929603875,0.662309527,0.496160686,0.000856743,0.381277293,0.650592923,0.530975282,-0.314907134,0.927565336,0.657589555,0.487888962,0.020443972,0.367285877,0.650356412,0.519913435,-0.278552115,0.899606466,0.598080039,0.488610566,0.12722078,0.997501493,0.598515987,0.485390872,-0.127411619,0.998198986,0.602312744,0.646226645,0.191571385,0.614647508,0.614626229,0.647145271,-0.058420938,0.955324411,0.594190955,0.808258355,0.313301563,0.646470308,0.602240682,0.820662081,0.066366464,0.934248745,0.582252145,0.840141952,0.319244146,0.684326291,0.589295805,0.85342288,0.073488243,0.849345922,0.643784523,0.83524096,0.248380706,0.763812721,0.652506113,0.854449034,-0.026240146,0.930636108
stand,0.644850612,0.193712696,-0.233326986,0.999688983,0.642504811,0.177729785,-0.209109351,0.999359429,0.642797351,0.177585453,-0.209112793,0.999089897,0.642965972,0.177368864,-0.209121257,0.999110043,0.63769865,0.177115187,-0.251483649,0.999592721,0.634307265,0.176669866,-0.251576722,0.999586999,0.630423367,0.176302627,-0.251754016,0.999641418,0.631859422,0.181496173,-0.085882448,0.997335792,0.615952313,0.180512592,-0.238760516,0.999589086,0.642481148,0.207746834,-0.181045219,0.99904263,0.637075543,0.207058296,-0.23747234,0.999517858,0.600315928,0.263736933,0.118443407,0.997883379,0.608668685,0.262833267,-0.313486367,0.999952018,0.611763835,0.390788108,0.147096694,0.225742713,0.632014334,0.395561546,-0.33401233,0.984650493,0.645263553,0.483114183,0.052199624,0.353729457,0.664681852,0.508993804,-0.267287433,0.950883329,0.65932709,0.513897121,0.043377742,0.342462391,0.668541312,0.538489997,-0.297908872,0.921735525,0.654767811,0.51146692,0.003004441,0.349366635,0.673857808,0.537344933,-0.295330018,0.919135571,0.655955672,0.501877666,0.03396837,0.33654964,0.672145426,0.527279615,-0.263365954,0.888528049,0.596657157,0.500380695,0.128239304,0.997254848,0.602233768,0.500238299,-0.128519252,0.99808681,0.602768719,0.657497644,0.234469339,0.590484738,0.613885522,0.665520847,-0.027599115,0.946397007,0.596701026,0.808138788,0.383262753,0.635812998,0.603503466,0.825182796,0.123685084,0.931473196,0.587250471,0.841143727,0.393227905,0.677766562,0.592259824,0.858940423,0.133106112,0.851217031,0.643734038,0.834306061,0.33976239,0.759243667,0.654135048,0.857112527,0.042055048,0.928587437
stand,0.645975769,0.193519428,-0.201808304,0.999647915,0.644024551,0.177256435,-0.17886737,0.999335885,0.644337475,0.177041575,-0.178889722,0.999031782,0.644500792,0.176749393,-0.178914204,0.999066055,0.639213324,0.176783815,-0.218657583,0.999574542,0.635914922,0.176360264,-0.218699887,0.99955678,0.631865621,0.175993383,-0.218799353,0.999625444,0.632654309,0.180377185,-0.062411614,0.997185409,0.616303802,0.180190459,-0.237076208,0.999581993,0.643518925,0.207729578,-0.152214438,0.99898237,0.637998521,0.207005173,-0.20436874,0.999486387,0.597858667,0.264582187,0.117360316,0.997931838,0.610588193,0.266763538,-0.305032551,0.999949574,0.611230254,0.391934663,0.151602983,0.205837533,0.641552269,0.400326043,-0.324790746,0.983433008,0.645997941,0.484453529,0.056315392,0.324602395,0.682301998,0.506755531,-0.240670606,0.946159065,0.656124055,0.512037337,0.049481384,0.315664053,0.687796474,0.535373151,-0.270979553,0.916153133,0.659263968,0.509045243,0.026722502,0.321986377,0.690576792,0.533816695,-0.269224823,0.913187623,0.654800355,0.500971913,0.042923782,0.310302824,0.688796401,0.524234414,-0.2370148,0.88088423,0.592479706,0.50708288,0.127468079,0.997292697,0.6029073,0.507664144,-0.127654657,0.998067141,0.5983302,0.661109984,0.243994787,0.554587424,0.606958985,0.670538247,-0.004936663,0.919654608,0.59783411,0.819298804,0.402047783,0.607741654,0.602066934,0.826578319,0.173594907,0.908975601,0.588906407,0.851485312,0.413307995,0.655541897,0.590715528,0.860353053,0.187460184,0.835581124,0.647363842,0.843799829,0.360346615,0.735580802,0.652717173,0.857916236,0.108105972,0.911134124
stand,0.646081984,0.192586869,-0.178601876,0.999668896,0.644079089,0.175664425,-0.156265095,0.999384403,0.644251108,0.175139874,-0.156289667,0.999096692,0.644292116,0.174521908,-0.156321108,0.999130368,0.639985442,0.175767079,-0.196083039,0.999606192,0.63700819,0.175396532,-0.196065679,0.99958688,0.633202195,0.175025806,-0.196132153,0.999652982,0.631949306,0.177237824,-0.04387863,0.997387886,0.616720319,0.178815752,-0.227191165,0.999614894,0.643438399,0.206600875,-0.130998999,0.999045968,0.638308585,0.206486955,-0.182670116,0.999518037,0.596460104,0.260850996,0.125747353,0.998049676,0.608900547,0.26853171,-0.30586943,0.999949276,0.610481501,0.386556327,0.1647982,0.18821454,0.63671124,0.396184295,-0.332228601,0.98338151,0.644418836,0.480918527,0.05869773,0.29749766,0.690498769,0.499435723,-0.260839522,0.94374609,0.65294981,0.507533491,0.052003909,0.290772527,0.697975218,0.523952901,-0.296260953,0.911757469,0.65699321,0.500841916,0.028650973,0.296510041,0.702981114,0.522110224,-0.290789783,0.908591568,0.653264642,0.493743896,0.045528769,0.285880953,0.699682117,0.514464378,-0.256030083,0.874254465,0.591651201,0.505848825,0.126880214,0.997502029,0.601084292,0.507792354,-0.127037197,0.998129725,0.599720478,0.663418829,0.261305153,0.578002214,0.624988317,0.609931111,0.047539033,0.912517905,0.597735882,0.825562716,0.413667142,0.625753522,0.619202256,0.712339938,0.359151781,0.867381096,0.588768244,0.85539192,0.426193804,0.671281099,0.60661602,0.732216299,0.39077422,0.797036052,0.647124708,0.849359214,0.389594555,0.743427157,0.663953841,0.730867445,0.38512224,0.880414724
stand,0.645875931,0.191292211,-0.196383327,0.999683082,0.643818259,0.173756659,-0.165806696,0.999421716,0.644026697,0.173055843,-0.165853769,0.999140501,0.644116104,0.172330871,-0.165958822,0.999172628,0.639638841,0.174482971,-0.209642693,0.999632359,0.636387289,0.174344867,-0.209622189,0.999610901,0.632361293,0.17418398,-0.209684446,0.999676108,0.631754041,0.175261825,-0.046084169,0.997517049,0.616128087,0.178197622,-0.228939489,0.999642313,0.643397808,0.205414191,-0.14423576,0.999064803,0.638205469,0.205843002,-0.198113278,0.999530971,0.596211791,0.258967668,0.121922158,0.998057961,0.606511176,0.269141197,-0.309198409,0.999948621,0.605064273,0.386002541,0.161814019,0.171475753,0.632009745,0.394290656,-0.33673647,0.983404279,0.633035481,0.480118424,0.057411462,0.272654593,0.688568413,0.499087304,-0.272640556,0.941536248,0.638878047,0.506564736,0.048584774,0.267984629,0.696138561,0.52307266,-0.308087796,0.908301055,0.643999934,0.500593126,0.024701137,0.273213118,0.701073229,0.520974219,-0.302523732,0.905069828,0.642021358,0.493656605,0.042420465,0.26349467,0.69791317,0.513757288,-0.267701894,0.869116843,0.592555761,0.504960954,0.126307026,0.997604907,0.599955797,0.507516742,-0.126466662,0.998174012,0.599976182,0.665057123,0.253994077,0.573419333,0.623413205,0.623073161,0.028573161,0.89976424,0.597723842,0.824852049,0.400453418,0.615923107,0.618707538,0.748652399,0.296479166,0.829268396,0.588450313,0.853126943,0.412067652,0.663570404,0.605462134,0.772870302,0.322009265,0.761969626,0.646734297,0.850532711,0.374218196,0.732605219,0.668188035,0.772018373,0.292839468,0.85000658
stand,0.645831347,0.190493047,-0.168532044,0.999687254,0.6436584,0.173258156,-0.145602554,0.999451578,0.643758655,0.172584593,-0.145622477,0.999181092,0.643766284,0.171896353,-0.14566192,0.999207437,0.639909744,0.173965603,-0.185724899,0.99964869,0.63687098,0.173836857,-0.185725972,0.999625504,0.633146048,0.17368181,-0.18581003,0.999689937,0.631441712,0.174875066,-0.03233492,0.997633517,0.616795003,0.177550018,-0.213655829,0.999667168,0.643042445,0.204214871,-0.120357797,0.999101281,0.638226926,0.204777509,-0.172162056,0.999550819,0.595338941,0.257912517,0.130850017,0.99815011,0.605285287,0.267565131,-0.304487288,0.99994725,0.59804213,0.391782224,0.167828873,0.156281337,0.625387788,0.392962396,-0.331121951,0.983302057,0.627981246,0.483260274,0.059533089,0.250571817,0.677128494,0.49867323,-0.248907253,0.938518107,0.633491933,0.510923386,0.051419597,0.248179942,0.683015585,0.522682071,-0.281127006,0.903549194,0.639234304,0.505572081,0.02531307,0.252791077,0.688459933,0.520425022,-0.275830567,0.899951041,0.636964917,0.497739136,0.043857194,0.243789464,0.685450196,0.513400435,-0.243337914,0.862811923,0.589092851,0.505337,0.125826776,0.997804284,0.600387335,0.506477714,-0.126005188,0.998197615,0.593285918,0.665599227,0.238200352,0.595242739,0.620856941,0.614132881,0.063115716,0.889805675,0.597708523,0.832324862,0.375823706,0.636595964,0.62742126,0.674395323,0.391538113,0.775031686,0.58809936,0.861608267,0.386759847,0.683600485,0.619932771,0.688288629,0.425275028,0.720614374,0.647516727,0.854151607,0.335360438,0.742391765,0.67263931,0.678784907,0.424791873,0.806126058
stand,0.645347953,0.190492719,-0.163070008,0.999453306,0.643183649,0.173263744,-0.142801374,0.999156356,0.643307626,0.172599614,-0.14282468,0.998742223,0.643397272,0.171916813,-0.142827898,0.998820245,0.639543712,0.173962355,-0.182902798,0.999439061,0.636570871,0.173831508,-0.182941392,0.999388337,0.632995427,0.173666999,-0.183047801,0.999519467,0.630736947,0.174836233,-0.037213497,0.996606708,0.616848588,0.177383572,-0.214580104,0.999526322,0.642629266,0.204161495,-0.118209146,0.998713136,0.637808084,0.204732716,-0.17010197,0.999368072,0.594994783,0.258254498,0.127883941,0.997955859,0.604615867,0.266215175,-0.303962559,0.999940574,0.589708388,0.393951952,0.152913392,0.142253071,0.622377574,0.394236535,-0.331144333,0.980927587,0.61467731,0.489619732,0.060905837,0.229146674,0.669374883,0.503287256,-0.252806127,0.92975843,0.613441586,0.514548361,0.055910241,0.228196949,0.674989283,0.528446376,-0.28312996,0.894005895,0.619458377,0.513520241,0.034566052,0.232320353,0.681337953,0.52623421,-0.278102756,0.889560401,0.617763221,0.505166411,0.047449939,0.224220857,0.684921384,0.518958271,-0.247754544,0.850157022,0.588429332,0.50483638,0.125468209,0.997579396,0.599873662,0.505609334,-0.125657231,0.998030722,0.595001936,0.666421652,0.23151955,0.557031214,0.606584549,0.652102113,0.034714352,0.87725997,0.597648263,0.826139987,0.374488294,0.604259074,0.612131655,0.807121873,0.159532249,0.771544099,0.587906241,0.85464114,0.384405881,0.657032847,0.600306511,0.841225028,0.169799834,0.71986264,0.647331595,0.852490723,0.333024234,0.717132628,0.670459211,0.830990136,0.086860582,0.80124253
stand,0.645085037,0.190610036,-0.167668507,0.997825265,0.64289248,0.173358843,-0.150973722,0.996326268,0.642996788,0.172683463,-0.150996923,0.995326757,0.643166125,0.171980381,-0.150980771,0.996080518,0.639593959,0.174003571,-0.191994041,0.997325361,0.636811972,0.173841149,-0.19203645,0.997237623,0.633500159,0.173659891,-0.192160159,0.997848868,0.629805446,0.174880847,-0.053243745,0.989498317,0.617022216,0.177157789,-0.247864634,0.997737944,0.642390907,0.204181567,-0.125882596,0.996898115,0.63766247,0.204731897,-0.178571552,0.998358309,0.595569968,0.258438259,0.097031549,0.997436464,0.60397923,0.263771385,-0.336598933,0.999933183,0.592144608,0.3934246,0.12898986,0.129897147,0.613880455,0.393574446,-0.379445821,0.979086459,0.606521785,0.495758951,0.053467076,0.209872395,0.641628623,0.509685099,-0.341111094,0.926888525,0.606896162,0.528027296,0.051973164,0.210031569,0.642524123,0.540383935,-0.380008757,0.891247153,0.612628877,0.527882457,0.026911339,0.213759109,0.648552299,0.539399087,-0.373131812,0.886047125,0.611165881,0.51466769,0.038099281,0.206692845,0.649549425,0.528962433,-0.336754024,0.84462297,0.587848902,0.501791596,0.130772755,0.99716115,0.596134067,0.501160443,-0.130972251,0.997792125,0.596027493,0.650069296,0.233935907,0.516017854,0.600765109,0.655722558,-0.016415671,0.873398185,0.596800983,0.813578665,0.379990399,0.571371734,0.606247842,0.82096225,0.111261331,0.780281603,0.586804152,0.845973849,0.389276743,0.633692086,0.595021605,0.85316062,0.118903443,0.731238067,0.647279441,0.844418287,0.331656933,0.695710421,0.666357398,0.852435291,0.019600721,0.807170212
stand,0.644348621,0.191194162,-0.241788223,0.997980773,0.642308116,0.174520656,-0.220740646,0.996554792,0.642510772,0.173982486,-0.220729515,0.995589137,0.642783284,0.173435003,-0.220688984,0.996280849,0.638253391,0.174749509,-0.258835375,0.997514546,0.635008454,0.174423859,-0.258911878,0.99743551,0.631334543,0.174085662,-0.259034663,0.998001873,0.629744947,0.17593725,-0.093659304,0.989913881,0.615601361,0.177182153,-0.266211927,0.997894764,0.64167285,0.204544201,-0.18825613,0.997075617,0.63650763,0.204892308,-0.237632945,0.998456299,0.608805895,0.260569304,0.082674578,0.997484148,0.594685018,0.263488621,-0.329487741,0.999936521,0.60270828,0.392802119,0.137879595,0.122839265,0.595277965,0.393170267,-0.365177989,0.98014605,0.608763576,0.497433335,0.052164041,0.202583358,0.610844731,0.511019945,-0.361268997,0.931075037,0.608944356,0.529789031,0.044068955,0.202796653,0.607785046,0.541997373,-0.403600842,0.896431446,0.610156476,0.531823099,0.014551139,0.206643194,0.61427772,0.543113947,-0.408525705,0.89138782,0.610743761,0.517982304,0.03529036,0.200024039,0.615870595,0.532562435,-0.361362755,0.851343334,0.599715352,0.499784827,0.129333243,0.997175157,0.595800281,0.497485429,-0.129441276,0.997861624,0.603042603,0.648008764,0.207077622,0.500521421,0.599839926,0.659126043,-0.032828715,0.87683636,0.593519688,0.812760532,0.3574875,0.56254679,0.596635342,0.823905349,0.102255106,0.794529796,0.581279457,0.842393816,0.365842909,0.630756736,0.582724154,0.854232669,0.108946107,0.744712949,0.644258142,0.844041944,0.286032259,0.697205067,0.656441271,0.857490122,-0.007019497,0.819255769
stand,0.638559401,0.190059796,-0.307624757,0.998182118,0.639273643,0.174487367,-0.277531266,0.996897995,0.641136527,0.173989043,-0.277520567,0.996028185,0.642582536,0.173568621,-0.277501047,0.996650219,0.630034089,0.17456764,-0.301810205,0.997762382,0.625328898,0.174354181,-0.301822186,0.997691214,0.620556831,0.174080759,-0.3017914,0.998200953,0.63453722,0.177796692,-0.118033662,0.990914881,0.610690713,0.177955955,-0.246829897,0.998104453,0.640293479,0.204093426,-0.245410725,0.997364938,0.629818738,0.204570845,-0.276366949,0.998609126,0.63247776,0.271437764,0.073594049,0.997694612,0.583495796,0.263198406,-0.271709442,0.999941587,0.630867302,0.392378658,0.138616368,0.129460424,0.571007848,0.392946601,-0.324707955,0.981094897,0.646971822,0.496243626,0.056606729,0.232036158,0.567021489,0.512310565,-0.38994199,0.935159266,0.649750829,0.527571797,0.047869127,0.229709998,0.562952578,0.546280146,-0.437933743,0.901714206,0.6517905,0.528410792,0.016482837,0.234188288,0.575185657,0.547515512,-0.44821471,0.897083521,0.647379816,0.51468724,0.036297049,0.225938842,0.57945466,0.536331952,-0.394622266,0.85924679,0.60293752,0.499924153,0.123910502,0.997379899,0.586759984,0.497655988,-0.124084018,0.998045206,0.59993577,0.649809003,0.218440056,0.509766877,0.601604342,0.657296956,-0.063030377,0.887270451,0.58907795,0.799752772,0.37460506,0.590693891,0.602688849,0.814433157,0.038480937,0.813197196,0.57659632,0.826436877,0.383513361,0.651746333,0.591018498,0.84111923,0.042332985,0.762594819,0.638565958,0.843250155,0.305029809,0.715770006,0.655412316,0.859205842,-0.071478382,0.834452212
stand,0.635135949,0.189949825,-0.354941636,0.998363554,0.637313724,0.174561396,-0.324593127,0.997207284,0.64006114,0.174162939,-0.32459864,0.996424019,0.642317772,0.173898935,-0.32458955,0.996983647,0.626436591,0.174567178,-0.34738341,0.997985601,0.621581972,0.174371392,-0.347401381,0.997921526,0.616598904,0.17415081,-0.347367853,0.998380303,0.63608861,0.179265738,-0.161358565,0.991817415,0.607279241,0.178704113,-0.265446305,0.998293221,0.63869369,0.204091936,-0.29270488,0.997627199,0.626042485,0.204571307,-0.322257847,0.998747587,0.641502738,0.278451532,0.023286102,0.997910261,0.575234056,0.265119731,-0.27867192,0.999946415,0.647414088,0.392272323,0.102637254,0.17319496,0.5586586,0.393628657,-0.320199162,0.982297122,0.676535428,0.494898945,-0.00332151,0.291944921,0.550967276,0.511034369,-0.397160113,0.939863801,0.682722688,0.52462095,-0.020673543,0.283942401,0.546847761,0.544668972,-0.444548368,0.907994151,0.681407094,0.524837852,-0.06204465,0.289218694,0.557142258,0.545324981,-0.460791916,0.903827786,0.677748322,0.513168395,-0.024383891,0.279043347,0.56073612,0.534623027,-0.404092133,0.868395329,0.61092186,0.493540734,0.112335823,0.99757117,0.583017051,0.495282859,-0.112528242,0.998224556,0.595683932,0.649737597,0.23463957,0.517513752,0.603634655,0.655552328,-0.117800154,0.896262527,0.579651713,0.79439044,0.414964825,0.61686182,0.61194551,0.811094046,-0.057903908,0.830111086,0.569249749,0.818108737,0.426053107,0.666808128,0.603954256,0.835431457,-0.059323262,0.778662145,0.614640713,0.842766523,0.342621297,0.731775641,0.657923043,0.864113033,-0.195609018,0.848521948
stand,0.629223645,0.190085784,-0.441571623,0.998526275,0.63302958,0.1747071,-0.411804199,0.99748385,0.636602104,0.174458846,-0.411824942,0.996777833,0.639792085,0.174339801,-0.411858171,0.997280717,0.621050298,0.174642324,-0.42986685,0.998185396,0.615944982,0.174516141,-0.429932028,0.998127759,0.610935092,0.174368337,-0.429947138,0.998540819,0.635766029,0.180026248,-0.240276188,0.992618263,0.600839853,0.179439157,-0.322584957,0.998462021,0.634604812,0.204455823,-0.375909895,0.997861803,0.620908558,0.204884931,-0.399567187,0.998871744,0.650938213,0.282866091,-0.059534065,0.998099267,0.563267827,0.272228241,-0.286510795,0.999950469,0.658251405,0.39207229,0.026076887,0.230195805,0.546530306,0.398828417,-0.315743387,0.983608007,0.691396832,0.492203921,-0.097373366,0.347178131,0.54008621,0.510541499,-0.410799205,0.944512367,0.70022881,0.521832526,-0.124885239,0.331923068,0.535385549,0.543936074,-0.459860742,0.913968563,0.699269712,0.523134172,-0.167572275,0.338581651,0.544058204,0.544585407,-0.483378023,0.910344601,0.695643187,0.512834907,-0.119335771,0.327234268,0.548925519,0.533847749,-0.420957178,0.877384365,0.617102206,0.493915379,0.08744704,0.997713745,0.576990485,0.495314896,-0.087614194,0.998380125,0.596001148,0.649924517,0.203754753,0.524353027,0.601991117,0.655346692,-0.121511258,0.897949934,0.57956779,0.788686752,0.430365175,0.632102489,0.610964954,0.8082304,0.013367511,0.840066314,0.568023205,0.810456932,0.446660608,0.672278702,0.609048724,0.830651224,0.019359151,0.778189957,0.601530135,0.841552436,0.341708094,0.737680554,0.642514586,0.858886421,-0.137581795,0.855568528
